code,name,price,rights_raw,incentive_text
1490,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,7689,,
1491,中外鉱業,916,,
1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,22410,,
1494,Ｏｎｅ　ＥＴＦ　高配当日本株,39730,,
1495,上場インデックスファンドアジアリート,11665,,
1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,1750,,
1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,1814,,
1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,27855,,
1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,9040,,
1514,住石ホールディングス,530,,
1515,日鉄鉱業,2237,3月末日,"自社関係会社製造のナチュラルミネラルウォーター
「仙人秘水（ナチュラルミネラルウォーター）」（1ケース：1,100ミリリットル×12本入り）
100株以上
1ケース
1,000株以上
2ケース
2,000株以上
3ケース
3,000株以上
5ケース
※毎年1回、5月下旬申込みハガキ発送予定"
1518,三井松島ホールディングス,1412,3月末日,"【3月末】
①レストランご優待券（3,000円）
②株式会社花菱 HANABISHI　オーダースーツお仕立てギフト券（10,000円）
③株式会社花菱 HANABISHI　オーダーシャツお仕立てギフト券（2,000円）
④プレミアムペットフード優待券（税込3,080円相当）
100株以上
①2枚　②1枚　③1枚　④1枚
1,000株以上
①4枚　②2枚　③2枚　④2枚
3,000株以上
①6枚　②2枚　③2枚　④2枚
※①の対象施設：三井港倶楽部、ラ・ロシェル
※①および②のご利用条件は、自社ホームページを参照。③については、株式会社ケイエムテイのホームページ参照。
※①～④の有効期間は1年間。
【2025年9月末】
株式会社花菱 株主様向け特別割引
1株以上
オーダー製品20%OFF
※郵送予定のクーポン券を店頭スタッフへ提示することで利用可能。（クーポン券1枚につき1回限り有効）
※他の割引キャンペーンとの併用は不可。また、一部対象外となる生地あり。"
1540,純金上場信託（現物国内保管型）,20805,,
1541,純プラチナ上場信託（現物国内保管型）,11100,,
1542,純銀上場信託（現物国内保管型）,36550,,
1543,純パラジウム上場信託（現物国内保管型）,76430,,
1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,40150,,
1546,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,73600,,
1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,11775,,
1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,7201,,
1551,東証スタンダードＴＯＰ２０ＥＴＦ,6150,,
1554,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,6045,,
1555,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ－ＲＥＩＴ）,2555,,
1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,107300,,
1559,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,3817,,
1560,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,6340,,
1563,東証グロース・コアＥＴＦ,2114,,
1566,上場インデックスファンド新興国債券,54140,,
1568,ＴＯＰＩＸブル２倍上場投信,713.5999756,,
1569,ＴＯＰＩＸベア上場投信,923.2000122,,
1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,43100,,
1571,ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,416,,
1572,中国Ｈ株ブル２倍上場投信,8006,,
1573,中国Ｈ株ベア上場投信,7850,,
1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,49320,,
1578,上場インデックスファンド日経２２５（ミニ）,4055,,
1579,日経平均ブル２倍上場投信,463.7000122,,
1580,日経平均ベア上場投信,1105.5,,
1585,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,2325,,
1586,上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,2689,,
1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,30850,,
1592,上場インデックスファンドＪＰＸ日経インデックス４００,2850,,
1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,31880,,
1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,2071.5,,
1596,ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,2698.5,,
1597,ＭＡＸＩＳ　Ｊリート上場投信,2076,,
1599,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,31650,,
1605,ＩＮＰＥＸ,3127,12月末日,"1.オリジナルデザインQUOカード
400株以上
継続保有期間　1年以上：1,000円分　　2年以上：2,000円分　　3年以上：3,000円分
800株以上
継続保有期間　1年以上：2,000円分　　2年以上：5,000円分　　3年以上：8,000円分
8年間保有時点*：自社オリジナル記念品（1回限り）
※継続保有期間：毎年6月末日及び12月末日時点の株主名簿に、普通株式400株以上の保有を同じ株主番号で以下の回数以上、連続で記載また
は記録されていること（1年以上:3回、2年以上:5回、3年以上:7回、8年間:17回）。
*継続保有年数期間算定の始期は、株主優待制度導入時（2019年12月31日現在の判定）とし、初回贈呈は2027年12月31日現在の判定に基づいて行うことを予定。
2.株主向け施設見学会(抽選)
毎年12月末日時点で、当社普通株式100株以上を保有する株主のうち、応募した方から抽選により「直江津LNG基地」等の見学を実施。"
1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,528.2000122,,
1617,ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上場投信,41330,,
1618,ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ－１７）上場投信,29650,,
1619,ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ－１７）上場投信,43280,,
1620,ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ－１７）上場投信,31230,,
1621,ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ－１７）上場投信,29575,,
1622,ＮＥＸＴ　ＦＵＮＤＳ　自動車・輸送機（ＴＯＰＩＸ－１７）上場投信,36080,,
1623,ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ－１７）上場投信,44470,,
1624,ＮＥＸＴ　ＦＵＮＤＳ　機械（ＴＯＰＩＸ－１７）上場投信,73070,,
1625,ＮＥＸＴ　ＦＵＮＤＳ　電機・精密（ＴＯＰＩＸ－１７）上場投信,48960,,
1626,ＮＥＸＴ　ＦＵＮＤＳ　情報通信・サービスその他（ＴＯＰＩＸ－１７）上場投信,42280,,
1627,ＮＥＸＴ　ＦＵＮＤＳ　電力・ガス（ＴＯＰＩＸ－１７）上場投信,11370,,
1628,ＮＥＸＴ　ＦＵＮＤＳ　運輸・物流（ＴＯＰＩＸ－１７）上場投信,21210,,
1629,ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ－１７）上場投信,114300,,
1630,ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ－１７）上場投信,37170,,
1631,ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ－１７）上場投信,28265,,
1632,ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信,34000,,
1633,ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ－１７）上場投信,52790,,
1651,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,2645,,
1652,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,4107,,
1653,ｉＦｒｅｅＥＴＦ　ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,4500,,
1654,ｉＦｒｅｅＥＴＦ　ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,2824.5,,
1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,778.5,,
1656,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,317.6000061,,
1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,6503,,
1658,ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,3615,,
1659,ｉシェアーズ　米国リート　ＥＴＦ,3350,,
1660,ＭＡＸＩＳ高利回りＪリート上場投信,11980,,
1662,石油資源開発,1570,,
1663,Ｋ＆Ｏエナジーグループ,3820,,
1671,ＷＴＩ原油価格連動型上場投信,2978,,
1672,ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,63950,,
1673,ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,10835,,
1674,ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,30860,,
1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,23085,,
1676,ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,46580,,
1677,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,59980,,
1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０　連動型上場投信,354.3999939,,
1679,Ｓｉｍｐｌｅ－Ｘ　ＮＹ　ダウ・ジョーンズ・インデックス上場投信,62000,,
1680,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,7469,,
1681,上場インデックスファンド海外新興国株式（ＭＳＣＩ　エマージング）,2783,,
1684,ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,1957.5,,
1685,ＷｉｓｄｏｍＴｒｅｅ　エネルギー上場投資信託,506.7999878,,
1686,ＷｉｓｄｏｍＴｒｅｅ　産業用金属上場投資信託,2821,,
1687,ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,925.2000122,,
1688,ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,515.5,,
1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,987,,
1690,ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,1385.5,,
1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,7757,,
1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,607,,
1693,ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,7751,,
1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,2277.5,,
1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,2692,,
1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,2958,,
1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,4062,,
1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）,3782,,
1699,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,384.1000061,,
1711,ＳＤＳホールディングス,231,3月末日・9月末日,"①地方グルメ詰合せ　②全国のグルメ・スイーツが選べるカタログギフト
800株以上
①5,000円相当
1,000株以上
①10,000円相当
2,000株以上
②20,000円相当
3,000株以上
継続保有半年以上*　②10,000円相当（高級グルメなどを選択可）
5,000株以上
継続保有半年以上*　②30,000円相当（高級グルメなどを選択可）
*2025年3月末及び9月末双方の株主名簿に記載または記録されていること（株主番号が必要）。"
1712,ダイセキ環境ソリューション,,,
1716,第一カッター興業,1402,,
1717,明豊ファシリティワークス,1089,,
1718,美樹工業,8620,,
1719,安藤・間,1891,,
1720,東急建設,1309,,
1721,コムシスホールディングス,4554,,
1723,日本電技,7910,,
1724,シンクレイヤ,699,,
1726,ビーアールホールディングス,347,,
1736,オーテック,2382,,
1758,太洋基礎工業,2598,,
1762,高松コンストラクショングループ,4015,3月末日,"南魚沼産コシヒカリ
100株以上
1年以上継続保有※：5kg
500株以上
5年以上継続保有：10kg
※その他、おこめ券または社会貢献活動への寄付を選択可
※保有年数の判定は前年3月31日の株主名簿に記載された株主番号で、継続して当年3月31日の株主名簿に記載されている方。"
1764,工藤建設,2910,,
